ID,text,target,label,clean_text
ynat-v1_train_01437,"과학기술 U연기관장W 제주 ""전m%정책 공유",3,사회,과학기술연기관장 제주 
ynat-v1_train_01438,미래부 VR·AR 펀드 운용사에 케이큐브벤처스 선정,6,세계,미래부 VR와 AR를 개발하는 회사에 케이큐브벤처스가 투자를 하였다.
ynat-v1_train_01439,"2Gt ';할인=s행 9월=중Lce 늦,질Uc도",5,경제,"2세대 LTE 할인 서비스 9월 중시작, 질적도"
ynat-v1_train_01440,에르도안 美 러시아제 S400 미사일 구매말라 강하게 압박,0,생활문화,에르도안 미국 러시아제 S400 미사일 구매 말에 강하게 반박
ynat-v1_train_01441,51은행 정기인사…j책연구 q!간@교fW확대,5,경제,51은행 정기인사에서 책임연구 교수 확대
ynat-v1_train_01442,a스13vo원Uz모 반5+U제조r비~공&C약,5,경제,ASV원조 반도제조비 공제약
ynat-v1_train_01443,김성f }야k협A체 Cs이 수용…석V·특검 대통; 4해1,2,정치,김성회 야권 대표가 수용…석상에서 특검 대통치 논의
ynat-v1_train_01444,SKT 갤럭시 A8 스타 단독 출시,3,사회,"SKT는 갤럭시 A8를 출시했다. 그러나 출시에는 다른폰도 같이 출시되었다. 이게 사회관련된 뉴스라면, SKT의 사업을 하는부분이 더 중요하지 않을까?"
ynat-v1_train_01445,신#계A선호텔 국립전통예술고f*생에3장학금 R원,3,사회,신계선호텔 국립전통예술고생에게 장학금 원
ynat-v1_train_01446,토마스 트리플더블…삼성생명 국민은행 12연승 막고 시즌 마감,6,세계,Thomas Triplett…삼성생명 국민은행 12연승을 막고 시즌 마감
ynat-v1_train_01447,美텍사스서 열기구 화재후 추락…최소 16명 사망한 듯종합,4,IT과학,Texan에서 열기구 화재로 추락… 최소 16명 사망한 것으로 보인다.
ynat-v1_train_01448,raw래F H인 _G8H $장 진입zo) 완화i6진,5,경제,raw material 가격 하락 장 진입 완화 진입
ynat-v1_train_01449,w의당5창당 6At…L생에서 완생으로Q2020] 제1야당 {표f합,2,정치,의당 5창당 6년생에서 완전생으로 2020년 제1야당 표합
ynat-v1_train_01450,체내 HHX줄[세]}변0]:상g로 본다…' O험으L 확인,4,IT과학,체내 데이터를 분석해서 상관관계를 본다…'오류를 확인
ynat-v1_train_01451,리비아서 피랍 이탈리아 인질 극적 탈출로 목숨 건져,2,정치,리비아에서 피랍 이탈리아 인질이 극적으로 탈출해 목숨을 건졌다
ynat-v1_train_01452,베르나르 베르베르 방한 기자간담회,1,스포츠,베르나르 베르베르가 방한한 기자들의 간담회
ynat-v1_train_01453,정개J사개_위 위원장nL서유지권f발동I보,2,정치,정개사개 위원장이 유지권 발동 보장
ynat-v1_train_01454,출근하는 통일부 장관,1,스포츠,선수들이 출근하는 통일부 장관
ynat-v1_train_01455,백의종군 최경환 경북 모임서 족쇄 풀렸다 소회,2,정치,백의종군 최경환 경북 모임서 족쇄 풀렸다 소감
ynat-v1_train_01456,유럽c미NO6對이: 제재Y피하기 위한T특^z적X인aq<,6,세계,유럽미국이 제재 피하기 위한 특수 인물
ynat-v1_train_01457,3BA $<스테이트·휴스G=A( 콘D8스I결승M지 1+,1,스포츠,3BA 스테이트·휴스턴 콘서트 결승지 1위
ynat-v1_train_01458,北김기남 대북확성기 방송 비난…전쟁 접경에로 몰아간다,2,정치,북한 김기남 대북 확성기 방송 비난을 통해 전쟁의 위협을 접경 지역으로 몰아간다
ynat-v1_train_01459,"악성""드[감$kIoTR기기 saeS #료법E3려j`",4,IT과학,악성 무선기기 사기 법제 위반
ynat-v1_train_01460,전자통신연 환자 생체신호 실시간 원격 측정장치 의료기기 품목인증 획득,6,세계,A wearable device that measures a patient's vital signs in real-time using electronic communication has been certified as a medical device.
ynat-v1_train_01461,신간 인공생명의 탄생,4,IT과학,신간 인공생명의 출간
ynat-v1_train_01462,민=硏 보7- 논란j지속…野v매국적 정국\전략=집중포화,2,정치,민심 조사 논란 지속…야당 매국적 정국 전략 집중포화
ynat-v1_train_01463,네이버TV캐스트 네이버TV로 새 단장…모바일 편의성↑,3,사회,네이버TV는 네이버TV로 새로 단장했습니다. 모바일 편의성이 더욱 향상되었습니다.
ynat-v1_train_01464,시;·문인D함께 즐기는 문학주S 201M %국서K진행,0,생활문화,시인들과 함께 즐기는 문학주간 2019년 전국진행
ynat-v1_train_01465,비트C인 가u@&@|asf화의9~6배·_주B EU=15O,5,경제,비트코인 가치가 6배로 증가한 주식 시장의 EU 15개국
ynat-v1_train_01466,W국제조%2024q사~졌지T…中 과@기술e6 F3=N3Q,6,세계,WTO 국제조사 2024사건이 발생한지…중국 과학 기술이 발전
ynat-v1_train_01467,비hkA려 qk서G강+ \0제,0,생활문화,비교적 강한 제
ynat-v1_train_01468,C스i}1황Q)u권주도 r활kKPB!자&상승Y k8,5,경제,국채금리 상승으로 주도권을 주도하는 자산가가 상승했다.
ynat-v1_train_01469,]투(리/ ;이앤엠 지분Y매t,5,경제,투자(리더 이앤엠 지분매매
ynat-v1_train_01470,이탈리아^독일~wGn난민구조선~억9…S6규정n등 위반,6,세계,이탈리아독일 난민구조선에 대한 규정 등 위반
ynat-v1_train_01471,추미애 朴정부 비리조차도 창조적…불공정 한국 끝 보는 듯,0,생활문화,추미애 朴정부의 비리조차도 창조적… 불공정 한국은 끝나 보인다
ynat-v1_train_01472,x진k탈출F롯P 노경은 박+웅과o경쟁 기대한9,1,스포츠,진짜 탈출 못하는 노경은 박웅과 경쟁 기대하지 못했다
ynat-v1_train_01473,"미{ Q상 $a*성pVx1러 X^""K`7nP반등M마감",5,경제,미국 주식 시장 반등 마감
ynat-v1_train_01474,현장 서울시장은 나야 나…박원순·김문수·안철수 첫 유세 장소는,0,생활문화,서울시장은 나야 나…박원순과 김문수와 안철수 첫 유세 장소는
ynat-v1_train_01475,공시지가 열람은 부동산공시가격알리미에서..,4,IT과학,공시지가 열람은 부동산 공시 가격 알리미에서
ynat-v1_train_01476,서 (5D KB손해};0올 *즌<처W으7l?국전력 제압,1,스포츠,서브 KB손해를 억제한 저력의 승부 
ynat-v1_train_01477,GE콩고 시련84볼d w& X 내YW민간인 H` N#P,6,세계,콩고 시련 84번의 위기 내내 민간인 학살
ynat-v1_train_01478,x장우 특별감찰 !용D유출됐d면 국기문란…상W 1치해^,3,사회,장우 특별감찰 용의자 유출됐면 국기문란…상황 1치해
ynat-v1_train_01479,신간]그* 우Mi L니C·암J정복 연9기,0,생활문화,신간]그대를 위하여 우미 리니지·암성정복 연기
ynat-v1_train_01480,朴대통령 긴6속+A핵r응 올MY미N 해5X 내놓p까,2,정치,박대통령 긴급한 핵심 올미 해내놓을까
ynat-v1_train_01481,온라인 명품 구매 늘었다…롯데닷컴 올해 명품 매출 25%↑,2,정치,온라인 명품 구매가 늘었다…롯데닷컴 올해 명품 매출이 25% 증가했다.
ynat-v1_train_01482,하나 투q삼성전기 2D기 실|c기eC이하[목표(↓,5,경제,하나투어삼성전기 2기 실적이하 목표(
ynat-v1_train_01483,정부 싱가m르F일5·태국 등 6개국 여행 9제해달라,3,사회,정부는 싱가포르·태국 등 6개국 여행 제한해달라
ynat-v1_train_01484,"P 전대 오더 주= N,s"""". 바람r하*도 Q다",2,정치,이전대통령 오더 주노스 바람하도 있다
ynat-v1_train_01485,유바이오로직<-S분기X~업익 l)억원lU?3.7% 증가,5,경제,유바이오로직 1분기 업익률 1억원 3.7% 증가
ynat-v1_train_01486,네이버 야심작 웨일 써보니…화면 분할 기능 편리,2,정치,네이버 야심작 웨일을 써보니…화면 분할 기능이 편리하다는 것
ynat-v1_train_01487,르포 궁극의 화질 LG 올레드 TV 라인 베일 벗었다,2,정치,러시아가 궁극의 화려함을 뽐내는 LG 올레드 TV 라인 베일 벗었다
ynat-v1_train_01488,평H)tmD_Ee공항m]송 시민들,2,정치,평양 공항에서 시민들이
ynat-v1_train_01489,유엔 헝가리에 국경지대 난민 학대 조사 촉구,2,정치,유엔 헝가리 정부에 국경지대 난민 학대 조사 촉구
ynat-v1_train_01490,伊의원들 의석 3분의1 감축 법안에 반발…헌법재판소에 청원,1,스포츠,이스탄불의원들 의석 3분의1 감축 법안에 반발…헌법재판소에 청원
ynat-v1_train_01491,탱크·전투 헬기가 바닷속에…요르단 수중 군사 박물관 공개,6,세계,탱크와 전투 헬기가 바다에 잠기고 요르단의 수중 군사 박물관이 공개되었습니다.
ynat-v1_train_01492,온라인 채용설명회 준비하는 국내외 인사담당자,1,스포츠,선수들이 온라인 채용 설명회 준비를 하는 국내외 인사 담당자
ynat-v1_train_01493,전북 교육계 전교조 법외노조 취소 판결 일제히 환영,5,경제,전북 교육계가 법외노조 취소 판결에 일제히 환영했다.
ynat-v1_train_01494,그리스 조만간 10년물 국고채 발행…구제금융 이후 처음,6,세계,그리스는 조만간 10년물 국고채를 발행할 예정입니다. 이는 구제금융 이후 처음입니다.
ynat-v1_train_01495,{의|·R훈t조}J 미국 GW속y,2,정치,의원 조기선거 미국 정부속
ynat-v1_train_01496,게시판 한은 알기쉬운 경제이야기 UCC 공모전 수상작 선정,0,생활문화,게시판에서 알기 쉬운 경제이야기를 담은 UCC 공모전 수상작이 선정되었습니다.
ynat-v1_train_01497,a/모.쇼 벤츠*스포X카 성SF XHEV B셉트카 5개,0,생활문화,모터쇼 벤츠 스포츠카 성능 최강 XHEV 베트카 5대
ynat-v1_train_01498,배구협회 세계한인여성협회와 대표팀 지원 업무협약,1,스포츠,한국배구협회와 세계한인여성배구협회가 공동으로 대표팀을 지원할 예정입니다.
ynat-v1_train_01499,{부ig정은의 {팔;2D룡h·;(서u제재명단HI올린=,2,정치,부정선거 의혹 팔방충격·서제재명단 올린
ynat-v1_train_01500,대전경찰 코로나19 방역지침 어긴 7명 송치…신속대응팀 운영,3,사회,대전 경찰은 코로나19 방역 지침을 어긴 7명을 신고했다. 경찰은 신속 대응팀을 운영하고 있다.
ynat-v1_train_01501,구글홈 써보니 똑똑하긴 한데…막상 필요한 서비스는 부족,5,경제,구글홈을 써보니 똑똑하긴 한데…막상 필요한 서비스는 부족한 것 같다
ynat-v1_train_01502,기가레인 주당 1주 무상증자 결정,6,세계,기레인 주식회사 1주당 무상증자가 결정되었습니다.
ynat-v1_train_01503,美대선 낙마 워커주지사 위스콘신 경선 앞두고 크루즈 공개지지,0,생활문화,미국 대선 낙마 워커 주지사 위스콘신 경선 앞두고 크루즈가 공개 지지
ynat-v1_train_01504,미래·문체·환경 등 4∼6개 부처 개각론 부상,2,정치,"미래부, 문체부, 환경부 등 4개 부처 개각론 부상"
ynat-v1_train_01505,日언론 고노 외상 美 USTR 대표와 회담…WTO 개혁 연대키로,5,경제,일론 고노 외상 미국 USTR 대표와 회담…WTO 개혁을 위한 연대로
ynat-v1_train_01506,이란·이라크 IS 수괴 사망 정보 확보종합,5,경제,이란과 이라크에서 IS의 수괴가 사망했다고 알려졌다.
ynat-v1_train_01507,밤낮없는 무더위…강릉 30.1도 등 강원 대부분 열대야,2,정치,강릉은 밤낮없이 무더위가 계속되고 30.1도까지 올라 등 강원도 대부분이 열대야를 맞고 있습니다.
ynat-v1_train_01508,유럽 챔스 4y %1M 결정…레알 미소 바르E 울x,1,스포츠,유럽 챔피언스 리그 4년 결승 결정…레알 미소 바르셀로나 울트라
ynat-v1_train_01509,일문일답 가상계좌 중단 거래봉쇄 효과…거래소 폐쇄 특별법도 논의 중,2,정치,일문일답 가상계좌 중단 거래를 봉쇄하는 효과가 나타났습니다. 거래소 폐쇄를 위한 특별법도 논의 중입니다.
ynat-v1_train_01510,P [* vL에 자M항-사e이란 영4통과5금지종합,6,세계,파키스탄 영토와 인도 영토 사이 금지된 영토
ynat-v1_train_01511,미a{+#W[용소 비교 7e 홀로hE트ka념관 A5,6,세계,미국과 용산소비자생활협동조합 비교 홀로트크트카념관
ynat-v1_train_01512,전국대학원생노조 경북대 실험실 폭발 피해자 끝까지 책임져야,3,사회,전국 대학원생 노조 경북대 실험실 폭발 피해자에 대한 책임을 끝까지 지켜야한다.
ynat-v1_train_01513,"K\성장하는T1}X워치 m장y애플 경+,가 IF",4,IT과학,K-성장하는 T1X워치 m장애플 경쟁 IF
ynat-v1_train_01514,"데이비스 4""점$뉴올리언s 8T전7=에 보스턴 4연{ 저지",1,스포츠,데이비스 4점 뉴올리언스 8전7에 보스턴 4연승 저지
ynat-v1_train_01515,더e주 ?G서 1박]일 20대 당X인 워B숍,2,정치,더주에서 1박1일 20대의 당원 워크숍
ynat-v1_train_01516,2FcoC 탈레반$T부 신임_ f1b상1AK qP- 거부,6,세계,Afghanistan 탈레반 부신임 후보 AK qp 거부
ynat-v1_train_01517,北 중국내 근로자 탈북 막으려 보위부 요원 300명 급파종합,3,사회,북한 중국내 근로자 탈북을 막으려 보위부가 요원 300명을 급파하는 종합
ynat-v1_train_01518,설 최고관광지는 전주한옥마을…빅데이터 분석 2년 연속 1위,4,IT과학,The city with the best tourism is Jeonju Hanok Village... Big data analysis ranked 1st for 2 consecutive years
ynat-v1_train_01519,악성 부채 고려하면 中 성장률 정부 발표치 절반에 불과,6,세계,악성 부채를 고려하면 중국의 성장률이 정부 발표한 것의 절반에 불과하다.
ynat-v1_train_01520,고개O# 지방·저L득1 ]r …부a 굴Y o출 }l야,5,경제,고개 지방·저소득 ]부자 굴출 
ynat-v1_train_01521,~#;v 5G`?선통신 핵심 칩9V# 성e,4,IT과학,5G 네트워크의 핵심 통신 칩셋
ynat-v1_train_01522,벤투호 12일 출국…호주·우즈베크와 아시안컵 리허설,4,IT과학,"The 12th of the month, the Bento team will depart...The team will rehearse with Uzbekistan and Australia for the Asian Cup"
ynat-v1_train_01523,게시판 배틀그$q드'여름맞P 경< 행사,4,IT과학,게시판 배틀그룹 여름맞이 행사
ynat-v1_train_01524,국민 10명 중 8명 혁신 기술로 일자리 줄어들 것,5,경제,국민 10명 중 8명 혁신 기술로 인해 일자리가 줄어들 것
ynat-v1_train_01525,$(스 노란$조o =차m집회 열`…Q위 q모 =2yG ?,6,세계,세계에서 노란조차 집회 열었…위에 모여가는 군중
ynat-v1_train_01526,文대통령n청년일자? 0술방망이 없ae하나씩 만들어가E,2,정치,문대통령 청년 일자리 창출 방안을 만들고 있어
ynat-v1_train_01527,프(스1재/ 브렉시트&H재 W랑스 -^에 악영향 없어,6,세계,프랑스는 브렉시트 이후 영국 경제에 악영향이 없어
ynat-v1_train_01528,게시판 수요낭독공감 8일·22일 개최,0,생활문화,생활문화 게시판에서 수요일 낭독 공감 8일과 22일에 개최한다.
ynat-v1_train_01529,담*한W표*으로KH임식 zo하는 |A열,3,사회,담양한 표본으로 KH임식 존하는 열린
ynat-v1_train_01530,힐러리 본선에 성큼…트럼프 자력후보 희망 살려 전망은 불투명,2,정치,힐러리 본선에 성큼 가까워지는 전망…트럼프 자력후보 희망을 살려내는 전망은 불투명하다
ynat-v1_train_01531,일본z넘은 $)_구 |x아} _수v 칼',1,스포츠,일본 선수는 구원자 수를 칼
ynat-v1_train_01532,기다렸다 눈과 추위야…강원 스키장 개장 준비 분주,0,생활문화,가까운 눈과 추위야…강원 스키장 개장 준비 분주
ynat-v1_train_01533,"美%친북1체 = 2Q0"" 전투H15일u종료",6,세계,미국 친북체제 2월 0일 전투 종료
ynat-v1_train_01534,트럼프 中 거래 원해도 美 준비 안돼…이란 체제전환 요구안해,1,스포츠,트럼프가 중동 거래 원해도 미국이 준비가 안 돼…이란이 체제 전환 요구 안 함
ynat-v1_train_01535,"작W 경기권m미""양 급증0F%|양가g공급과잉 탓",5,경제,작은 경기권에서 미양 급증으로 양가 공급과잉 탓
ynat-v1_train_01536,Ks 코그넥스%O5- \술%MN마t 팩:리}^야 2력,4,IT과학,Ks 코그넥스 5- 술마진 팩토리야 2력
ynat-v1_train_01537,현대기아차 2차 충돌 대비하는 에어백 세계 최초 개발,5,경제,현대기아차가 2차 충돌 대비하는 에어백을 세계 최초로 개발했습니다.
ynat-v1_train_01538,황금색 변기에 앉아 트윗하는 4.9ｍ 트럼프 로봇 등장,4,IT과학,트럼프가 황금색 변기에 앉아 트윗하는 로봇 등장
ynat-v1_train_01539,민YB통 x무?~에`u태오 예비*b중?,2,정치,예스24 우리가 사랑한 24인의 작가들 부산서 전시
ynat-v1_train_01540,\래X I2TlE가입{ 케이| vV 91'월,5,경제,LTE 가입 케이스 9월
ynat-v1_train_01541,5명7 남Hq선수들처럼 함께한다면p화해·평+도!성큼,2,정치,5명7 남선수들처럼 함께한다면 화해·평등성큼
ynat-v1_train_01542,일 한 번 내보자…여자축구 대표팀 지탱하는 베테랑의 힘,5,경제,일자리 한 번 내보자…여자축구 대표팀 지탱하는 베테랑의 경제력
ynat-v1_train_01543,책과 함께 보는 영화 4편…한여름 밤의 스크린셀러 영화제,1,스포츠,올해의 스포츠상 수상자들의 명예의 전당에 올랐습니다.
ynat-v1_train_01544,이대호 연타]포 롯데 N*에 K:…Q.: 시즌 첫 `,1,스포츠,이대호 연타포 롯데에 경기를…이번 시즌 첫
ynat-v1_train_01545,평양정상회담 휴식 장소로 이동하는 남북 정상,3,사회,남북 정상이 평양에서 정상회담을 하기 위해 휴식을 하고 휴식 장소로 이동했습니다.
ynat-v1_train_01546,의료 진단기기 업체 제X1이 nH일 코스% 신규 상m,5,경제,의료 진단기기 업체 제1이 신규 상장한다
ynat-v1_train_01547,"터k 2러 이튿날@a대적S3SN<거작전…eS명 체<?,",6,세계,터키 2대 적의 이튿날 대적 세르비아-나토<거역전…세 명 체포
ynat-v1_train_01548,e~ Q[i L'휘-이I영 언니 없<& 4라_ 열+히,1,스포츠,엘지 휘성 이영 언니 없다면 4라운드 열혈
ynat-v1_train_01549,모[장 안에서 천막V_거T[항,3,사회,모임장 안에서 천막거리가
ynat-v1_train_01550,인간과 퀴즈 대결…인공지능은 어떻게 문제를 풀까,5,경제,인간과 인공지능의 퀴즈 대결은 어떻게 문제를 풀 수 있을까
ynat-v1_train_01551,신간 나는 왜 아이디어가 궁할까·나는 습관을…,6,세계,신간 '나는 왜 아이디어가 궁할까? 나는 습관을 바꾸는 방법'...
ynat-v1_train_01552,A2조 충j지부p교[a동6 (생 WN?\/iC,3,사회,A2조 충지부교동생 W니체
ynat-v1_train_01553,7월부터 일요일 휴대전화 개통업무 중단…집단상가는 반발,4,IT과학,7월부터 일요일 휴대전화 개통 업무 중단... 집단 상가 반발
ynat-v1_train_01554,김재5 김문수 전대출마 문aw a양 좋지8R다 말해,2,정치,김재명 김문수 전대출마 문재인 대통령 양극화 문제가 좋지 않다 말해
ynat-v1_train_01555,시흥시 민선 7기 일자리 10만개 창출,0,생활문화,시흥시 민선 7기 정부가 일자리 10만개 창출하는 계획을 세웠습니다.
ynat-v1_train_01556,전자랜드 kt T연>:도#I 찬물…2연승 행진종합,1,스포츠,전자랜드 kt가 전도적 이점을 타고 2연승 행진을 종합했다.
ynat-v1_train_01557,프로농구 kt 로건 없이도 삼성 완파…벌써 지난해 10승...,6,세계,프로농구 KTLG에서 kt가 로건 없이도 삼성을 완파… 벌써 지난해 10승...
ynat-v1_train_01558,미래에셋 GS건설 내년 영업익 대폭 증가할 것,4,IT과학,미래에셋 GS건설 내년 영업익이 대폭 증가할 것으로 예상된다
ynat-v1_train_01559,케@U극c } s글랜드축구 러시아m 확0!p로베=아 제N,1,스포츠,케릭스 글렌다축구 러시아 확팍로베아 제너
ynat-v1_train_01560,Or두C발롱8르 자s w티  폭(…팀은 M0p대X,1,스포츠,오르두발롱져와 팀은 몬테카를로 대결
ynat-v1_train_01561,신간 삶이라는 동물원·지방도시 살생부,5,경제,신간 삶이라는 동물원과 지방 도시 살생부
ynat-v1_train_01562,",시y 9z방송편}인협회5김동연 부총리 초청 토론회",3,사회,시청자방송편성위원회 5김동연 부총리 초청 토론회
ynat-v1_train_01563,거Kw 안랩 불성nU공시법인Z\!},3,사회,거의 안랩 불성공한 법인들
ynat-v1_train_01564,R북간 '선양 민.접촉 wfT4문 6$에!K7,2,정치,북한 '선양 민관 접촉' 문장에
ynat-v1_train_01565,.=6c축구대표E@해외 O훈4AFC :피/십 $비,1,스포츠,축구대표팀 해외훈련 AFC : 필드비
ynat-v1_train_01566,게시판 인텔 국제과학기술경진대회 대표단 발대식,3,사회,게시판에서 인텔 국제 과학 기술 경진 대회 대표단이 발대식을 열었습니다.
ynat-v1_train_01567,관훈클럽 사무국장에 이재우씨 임명,3,사회,관훈클럽 사무국장 이재우씨가 임명되었습니다.
ynat-v1_train_01568,"전북대∼전주대∼평화"" 시내버c 신설>7개M노선 운행 횟수R↑",3,사회,전북대에서 전주대까지 평화시내버스 7개 노선 운행 횟수 증가
ynat-v1_train_01569,적자전환 실적최악 상장사도 주가는 9%나 상승,5,경제,적자에서 전환한 실적 최악의 상장사도 주가는 9%나 상승
ynat-v1_train_01570,카드뉴%Q나 F자s[다 1M 냉방5용K@열V,0,생활문화,카드뉴스 나눔다 1명 냉방용열
ynat-v1_train_01571,등교하며 손 소독·발열 검사 필수,0,생활문화,등교하며 손소독과 발열검사가 필수
ynat-v1_train_01572,과기부 톈궁1호 4월 2일 추락할 듯…새벽2시∼오후2시 예상,3,사회,과학기술부가 천궁1호가 4월 2일 추락할 가능성이 높아 보인다. 새벽 2시부터 오후 2시까지 예상된다.
ynat-v1_train_01573,여_h경제투톱_|체 )반 평0…민주*적재$J 한국 f'U,2,정치,여야 경제투톱 체제 반대…민주적재권 한국 자유
ynat-v1_train_01574,매x [ZK실E1 0뤄지는U서울에' M의 8래를 봤다,3,사회,매일 저녁 8시에 서울에 '목각의 래를 본다
ynat-v1_train_01575,손흥민 과감한 돌파 토트넘 맨유에 21 승리…EPL...,0,생활문화,손흥민의 과감한 돌파로 토트넘이 맨유에 2-1 승리...EPL...
ynat-v1_train_01576,되살아난 트라우마 롯데 연패에 울고 판정에 울고,5,경제,롯데의 연패가 트라우마를 되살아내고 팬들의 판정을 불안하게 하면서 경기가 어두워지고 있다.
ynat-v1_train_01577,국고채 금리 일제히 하락…3년물 연 1.717%,5,경제,The 3-year national bond rate has fallen sharply.
ynat-v1_train_01578,롯데그룹 글로벌 진출 지도 바뀐다,2,정치,롯데그룹의 글로벌 진출 경로가 바뀐다
ynat-v1_train_01579,민주 국회 보이콧 공허한 엄포 멈춰라…한국·바른미래 맹공종합,0,생활문화,민주국회 보이콧을 공허한 엄포로 멈추라…한국과 바른미래가 맹렬히 공종합한다
ynat-v1_train_01580,웨어러블 로봇·드론 이용한 이색 퍼포먼스 로봇나무,5,경제,웨어러블 로봇과 드론을 이용한 새로운 이색 퍼포먼스 로봇 기술
ynat-v1_train_01581,없어서 못 팔아요 갤럭시S10 품귀…내주 이후 공급 원활,1,스포츠,갤럭시S10의 품귀 현상으로 인해 판매가 원활하지 못합니다. 내주 이후 공급이 원활해질 예정입니다.
ynat-v1_train_01582,리그 발전 논의하는 KBO 윈터미팅 29∼30일 개최,6,세계,KBO는 29∼30일 리그 발전을 논의하는 윈터 미팅을 개최한다.
ynat-v1_train_01583,전2k:>인터넷 A대…6t* 1상' R명C중 1명꼴O=,4,IT과학,전통적인 인터넷 아대…6대 1상 '로봇' 중 1명꼴
ynat-v1_train_01584,울산현대고 아디다스 K리그 고등부 축구리그 4년 연속 우승,1,스포츠,울산 현대고등학교 아디다스 K리그 고등부 축구 리그 4년 연속 우승
ynat-v1_train_01585,靑 청렴사회 공감하면서도 경제위축 고민은 계속,4,IT과학,예스24 우리가 사랑한 24인의 작가들 부산서 전시
ynat-v1_train_01586,대신證 아7레퍼시픽 신IXE경!rj …목d가↑,5,경제,대신증권 아레퍼시픽 신한은행 목적금
ynat-v1_train_01587,"에C9르 ""진 실종자 1}7q0명…>. 4ur'에 L(종합",6,세계,에르진 실종자 17명… 4년에 모두 발견
ynat-v1_train_01588,이야기하는 홍준표와 김성태,4,IT과학,홍준표와 김성태가 이야기하는 것
ynat-v1_train_01589,"유}교 랍'도 ""R군<된다lX 성X자C Y무",6,세계,유교 랍도 
ynat-v1_train_01590,KT Mz o고 w도v국v해저e]i Iz,4,IT과학,KT 모바일 도우미 국가 해저 조사
ynat-v1_train_01591,더민주 보수 결집용 북풍…국민의당은 정부비판 자제,6,세계,The Democratic Party is gathering support for the conservative wind... The Minjoo Party is refraining from criticizing the government
ynat-v1_train_01592,톈궁 M호 9시16분Q남태v양 추락…과기부 위기l보 해제,3,사회,톈궁호가 남태양을 추락시켰다. 과기부 위기보가 해제되었다.
ynat-v1_train_01593,오늘의sux전7 B닝쇼크H피하| 위한 #적>fG B요,5,경제,오늘의 경제 전망 쇼크를 피하는 방법
ynat-v1_train_01594,KRs리우올림픽 홀로그램6응7 ~= '작,4,IT과학,예스24 우리가 사랑한 24인의 작가들 부산서 전시
ynat-v1_train_01595,영상a꼭두 O야기_김W안 r젠가h 저도[저승\갈 +이 오Y9,3,사회,영상 제작자 김안젠가 저도 저승갈이 오열
ynat-v1_train_01596,"프로야b 전F대OLz 마운Ju0:A·,K!불방망이 ^m낼까",1,스포츠,프로야구 전대결 마운틴불방망이 날까
ynat-v1_train_01597,케이S투자 거=세 폐XJZB평m 주식&거F&1e원 %가,5,경제,케이투자 거세된 폐차량 주식거래 원가
ynat-v1_train_01598,美 지난주 실업수당청구건수 26만6천건…소폭 상승,3,사회,미국 지난주 실업수당 청구 건수 26만 6천 건에 소폭 상승했습니다.
ynat-v1_train_01599,민주일반연맹 비정규직 차별철폐 공동행동,5,경제,민주일반연맹은 비정규직 차별철폐에 공동으로 행동할 것
ynat-v1_train_01600,iNf리 {WE+D가w 이벤트 풍성,0,생활문화,인프리 웨드가와 이벤트 풍성
ynat-v1_train_01601,2보 코스피 상승 출발…개인 매수에 장중 1940선 회복,1,스포츠,2부 코스피 상승 출발… 개인 매수에 장중 1940선 회복
ynat-v1_train_01602,동정H송종/!광주gw장 7x수영\회 홍보,1,스포츠,동정송종 광주장 7수영회 홍보
ynat-v1_train_01603,H조원 실_  보…라인 D로벌 기z 사냥 7망,5,경제,한조원 실버 라인 D로벌 기사단 7망
ynat-v1_train_01604,과기단체 연구윤리 훼손에 경각심…윤리 규범 마련하겠다,4,IT과학,과학기술단체 연구윤리 훼손에 경각심을 가지고 윤리규범을 마련할 것이다
ynat-v1_train_01605,프로배구 OK저축은행 한국전력에 셧아웃 승리…5위 도약,3,사회,프로배구 OK저축은행 한국전력에 승리하여 5위를 달성
ynat-v1_train_01606,FJO로M딜라(P 인수]추진E실d9시작,5,경제,포르투갈로의 밀라(P) 인수 추진 실적 시작
ynat-v1_train_01607,P이영3증  신w전자n:f 쓰세요@지:사H 추진,4,IT과학,PyeongChang 2018 신전자정부 쓰세요 지사 추진
ynat-v1_train_01608,신yFdP 조) 왕실% 간절한 기도처,0,생활문화,신동엽 조) 왕실 간절한 기도처
ynat-v1_train_01609,"충북교$노조도교육청""137M항 i3협약 C결",3,사회,충북교직원노조도 교육청 137만 명이 이뤄낸 이 협약 결실
ynat-v1_train_01610,서울 나흘째 한파경보…2000년 이후 최장기간 유지,0,생활문화,"서울에서 4일째로 한파경보가 발령되었으며, 2000년 이후로 가장 장기간 유지된 기록입니다."
ynat-v1_train_01611,"소리길C""류동 p곡",0,생활문화,소리길류 동곡
ynat-v1_train_01612,LGc 42P #T4G(Z한 LTt*#솔GIh검증 &K,4,IT과학,LG 42P 4G LTE 솔루션 검증
ynat-v1_train_01613,z주 이재명:징계 일단 MC…당 안팎1{란 잠재종합2보,2,정치,주지에르 이재명:징계 일단 중단…당 안팎에서 잠재적 보복을 막아야 한다
ynat-v1_train_01614,LG G7 씽z 디{플레이 M LCDx표기*}고 적q성 논n,3,사회,LG G7 씽크 디플레이 LCD 고성능 논쟁
