ID,text,target,label,clean_text
ynat-v1_train_01545,평양정상회담 휴식 장소로 이동하는 남북 정상,3,사회,평양 정상회담 휴식 장소로 이동하는 남북 정상
ynat-v1_train_01546,의료 진단기기 업체 제X1이 nH일 코스% 신규 상m,5,경제,의료 진단기기 업체 제1이 날 코스 상장
ynat-v1_train_01547,"터k 2러 이튿날@a대적S3SN<거작전…eS명 체<?,",6,세계,터키 2러 이튿날 대적 SNS 네트워크…ΕΣ명 체포
ynat-v1_train_01548,e~ Q[i L'휘-이I영 언니 없<& 4라_ 열+히,1,스포츠,eQ L'휘이영 언니 없4라 열히
ynat-v1_train_01549,모[장 안에서 천막V_거T[항,3,사회,모임장 안에서 천막거처
ynat-v1_train_01550,인간과 퀴즈 대결…인공지능은 어떻게 문제를 풀까,5,경제,인간과 퀴즈 대결…인공지능은 어떻게 문제를 풀 수 있을까
ynat-v1_train_01551,신간 나는 왜 아이디어가 궁할까·나는 습관을…,6,세계,신간 나는 왜 아이디어가 구할까·나는 습관을
ynat-v1_train_01552,A2조 충j지부p교[a동6 (생 WN?\/iC,3,사회,A2조 충지부교동 (생존?/iC
ynat-v1_train_01553,7월부터 일요일 휴대전화 개통업무 중단…집단상가는 반발,4,IT과학,7월부터 일요일 휴대전화 개통업무 중단…집단상가가 반발
ynat-v1_train_01554,김재5 김문수 전대출마 문aw a양 좋지8R다 말해,2,정치,김재명 김문수 전대출마 문재인 양 좋지 않다 말해
ynat-v1_train_01555,시흥시 민선 7기 일자리 10만개 창출,0,생활문화,시흥시 민선 7기 일자리 10만개 창출
ynat-v1_train_01556,전자랜드 kt T연>:도#I 찬물…2연승 행진종합,1,스포츠,전자랜드 kt전도 이찬물…2연승 행진
ynat-v1_train_01557,프로농구 kt 로건 없이도 삼성 완파…벌써 지난해 10승...,6,세계,프로농구 kt 로건 없이도 삼성 완파… 벌써 지난해 10승...
ynat-v1_train_01558,미래에셋 GS건설 내년 영업익 대폭 증가할 것,4,IT과학,미래에셋 GS건설 내년 영업익 대폭 증가할 것
ynat-v1_train_01559,케@U극c } s글랜드축구 러시아m 확0!p로베=아 제N,1,스포츠,케릭스 글렌다축구 러시아 확팍로베아 제너
ynat-v1_train_01560,Or두C발롱8르 자s w티  폭(…팀은 M0p대X,1,스포츠,올드발롱자크 위티 폭스 팀은 무대
ynat-v1_train_01561,신간 삶이라는 동물원·지방도시 살생부,5,경제,신간 삶이라는 동물원·지방도시 살수부
ynat-v1_train_01562,",시y 9z방송편}인협회5김동연 부총리 초청 토론회",3,사회,시사방송편입 협회 5김동연 부총리 초청 토론회
ynat-v1_train_01563,거Kw 안랩 불성nU공시법인Z\!},3,사회,거품 안랩 불성공시법인!
ynat-v1_train_01564,R북간 '선양 민.접촉 wfT4문 6$에!K7,2,정치,북한 '선양 민관 접촉 완료 문장 6에 대해
ynat-v1_train_01565,.=6c축구대표E@해외 O훈4AFC :피/십 $비,1,스포츠,축구대표팀 해외 오른 AFC : 피비
ynat-v1_train_01566,게시판 인텔 국제과학기술경진대회 대표단 발대식,3,사회,게시판 인텔 국제과학 기술경진대회 대표단 발대식
ynat-v1_train_01567,관훈클럽 사무국장에 이재우씨 임명,3,사회,관훈클럽 사무국장에 이재우씨 임명
ynat-v1_train_01568,"전북대∼전주대∼평화"" 시내버c 신설>7개M노선 운행 횟수R↑",3,사회,전북대∼전주대∼평화시내버스 신설 7개 노선 운행 횟수↑
ynat-v1_train_01569,적자전환 실적최악 상장사도 주가는 9%나 상승,5,경제,적자 전환 실적 최악 상장사도 주가는 9%나 상승
ynat-v1_train_01570,카드뉴%Q나 F자s[다 1M 냉방5용K@열V,0,생활문화,카드뉴스 나눔다 1명 냉방용열차
ynat-v1_train_01571,등교하며 손 소독·발열 검사 필수,0,생활문화,등교하며 손 소독·발열 검사 필수
ynat-v1_train_01572,과기부 톈궁1호 4월 2일 추락할 듯…새벽2시∼오후2시 예상,3,사회,과학기술부 천궁1호 4월 2일 추락할 듯…새벽2시∼오후2시 예상
ynat-v1_train_01573,여_h경제투톱_|체 )반 평0…민주*적재$J 한국 f'U,2,정치,여야 경제투톱 체제 반 평준…민주적재정 한국 경제
ynat-v1_train_01574,매x [ZK실E1 0뤄지는U서울에' M의 8래를 봤다,3,사회,매경 [주식실시 0분전 서울에 '목의 래를 봤다
ynat-v1_train_01575,손흥민 과감한 돌파 토트넘 맨유에 21 승리…EPL...,0,생활문화,손흥민 과감한 돌파 토트넘 맨유에 2-1 승리…EPL...
ynat-v1_train_01576,되살아난 트라우마 롯데 연패에 울고 판정에 울고,5,경제,되살아난 트라우마 롯데 연패에 울고 판단에 울고
ynat-v1_train_01577,국고채 금리 일제히 하락…3년물 연 1.717%,5,경제,국고채 금리 일제히 하락…3년물 연 1.717
ynat-v1_train_01578,롯데그룹 글로벌 진출 지도 바뀐다,2,정치,롯데그룹 글로벌 진출 지도를 바꾼다
ynat-v1_train_01579,민주 국회 보이콧 공허한 엄포 멈춰라…한국·바른미래 맹공종합,0,생활문화,민주 국회 보이콧 공허한 엄포를 멈춰라…한국 바른미래 맹공종합
ynat-v1_train_01580,웨어러블 로봇·드론 이용한 이색 퍼포먼스 로봇나무,5,경제,웨어러블 로봇·드론 이용한 이색 퍼포먼스 로봇나무
ynat-v1_train_01581,없어서 못 팔아요 갤럭시S10 품귀…내주 이후 공급 원활,1,스포츠,없어서 못 팔아요 갤럭시S10 품귀…내주 이후 공급 원활
ynat-v1_train_01582,리그 발전 논의하는 KBO 윈터미팅 29∼30일 개최,6,세계,리그 발전 논의하는 KBO 윈터 미팅 29∼30일 개최
ynat-v1_train_01583,전2k:>인터넷 A대…6t* 1상' R명C중 1명꼴O=,4,IT과학,전국 인터넷 과대…6타 1상' 역명중 1명꼴
ynat-v1_train_01584,울산현대고 아디다스 K리그 고등부 축구리그 4년 연속 우승,1,스포츠,울산 현대고 아디다스 K리그 고등부 축구 리그 4년 연속 우승
ynat-v1_train_01585,靑 청렴사회 공감하면서도 경제위축 고민은 계속,4,IT과학,청렴사회 공감하면서도 경제위축 고민은 계속
ynat-v1_train_01586,대신證 아7레퍼시픽 신IXE경!rj …목d가↑,5,경제,대신증권 아레퍼시픽 신한은행
ynat-v1_train_01587,"에C9르 ""진 실종자 1}7q0명…>. 4ur'에 L(종합",6,세계,에르진 실종자 17명… 4년에 발견
ynat-v1_train_01588,이야기하는 홍준표와 김성태,4,IT과학,이야기하는 홍준표와 김성태
ynat-v1_train_01589,"유}교 랍'도 ""R군<된다lX 성X자C Y무",6,세계,유교 랍도 
ynat-v1_train_01590,KT Mz o고 w도v국v해저e]i Iz,4,IT과학,KT 모바일 도우미 국가 해저 조사
ynat-v1_train_01591,더민주 보수 결집용 북풍…국민의당은 정부비판 자제,6,세계,더민주 보수 결집용 북풍…국민의당은 정부 비판 자제
ynat-v1_train_01592,톈궁 M호 9시16분Q남태v양 추락…과기부 위기l보 해제,3,사회,톈궁호 9시16분 남태양 추락…과기부 위기보 해제
ynat-v1_train_01593,오늘의sux전7 B닝쇼크H피하| 위한 #적>fG B요,5,경제,오늘의 쇼크 전비상 피하기 위한 적격 보조
ynat-v1_train_01594,KRs리우올림픽 홀로그램6응7 ~= '작,4,IT과학,K리그 올림픽 홀로그램 작
ynat-v1_train_01595,영상a꼭두 O야기_김W안 r젠가h 저도[저승\갈 +이 오Y9,3,사회,영상 꼭두 오야기_김완젠가 저도 저승갈 이 오열
ynat-v1_train_01596,"프로야b 전F대OLz 마운Ju0:A·,K!불방망이 ^m낼까",1,스포츠,프로야구 전대결 마운틴·불방망이 날까
ynat-v1_train_01597,케이S투자 거=세 폐XJZB평m 주식&거F&1e원 %가,5,경제,케이투자 거세 폐쇄평가 주식거절 원가
ynat-v1_train_01598,美 지난주 실업수당청구건수 26만6천건…소폭 상승,3,사회,美 지난주 실업수당 청구 건수 26만 6천 건… 소폭 상승
ynat-v1_train_01599,민주일반연맹 비정규직 차별철폐 공동행동,5,경제,민주일반연맹 비정규직 차별철폐 공동 행동
ynat-v1_train_01600,iNf리 {WE+D가w 이벤트 풍성,0,생활문화,인프리벤트가 이벤트 풍성
ynat-v1_train_01601,2보 코스피 상승 출발…개인 매수에 장중 1940선 회복,1,스포츠,2보 코스피 상승 출발… 개인 매수에 장중 1940선 회복
ynat-v1_train_01602,동정H송종/!광주gw장 7x수영\회 홍보,1,스포츠,동정송종 광주광장 7수영회 홍보
ynat-v1_train_01603,H조원 실_  보…라인 D로벌 기z 사냥 7망,5,경제,H조원 실버 라인 D로벌 기사단 7망
ynat-v1_train_01604,과기단체 연구윤리 훼손에 경각심…윤리 규범 마련하겠다,4,IT과학,과학기술단체 연구윤리 훼손에 경각심…윤리 규범 마련하겠다
ynat-v1_train_01605,프로배구 OK저축은행 한국전력에 셧아웃 승리…5위 도약,3,사회,프로배구 OK저축은행 한국전력에 시투아웃 승리…5위 도약
ynat-v1_train_01606,FJO로M딜라(P 인수]추진E실d9시작,5,경제,FJORD릴라(P 인수 추진 실적 시작
ynat-v1_train_01607,P이영3증  신w전자n:f 쓰세요@지:사H 추진,4,IT과학,P.이영증  신전자 쓰세요지사 추진
ynat-v1_train_01608,신yFdP 조) 왕실% 간절한 기도처,0,생활문화,신분당 조) 왕실 간절한 기도처
ynat-v1_train_01609,"충북교$노조도교육청""137M항 i3협약 C결",3,사회,충북교직원노조도 교육청 137명 항의 협약 결의
ynat-v1_train_01610,서울 나흘째 한파경보…2000년 이후 최장기간 유지,0,생활문화,서울 나흘째 한파 경보…2000년 이후 최장기간 유지
ynat-v1_train_01611,"소리길C""류동 p곡",0,생활문화,소리길류동 피곡
ynat-v1_train_01612,LGc 42P #T4G(Z한 LTt*#솔GIh검증 &K,4,IT과학,LG 42P 4G(Z한 LTE 솔GI검증 K
ynat-v1_train_01613,z주 이재명:징계 일단 MC…당 안팎1{란 잠재종합2보,2,정치,주 이재명:징계 일단 무효…당 안팎으로 잠재종합 보도
ynat-v1_train_01614,LG G7 씽z 디{플레이 M LCDx표기*}고 적q성 논n,3,사회,LG G7 씽크 디플레이 M LCD표기고 적성 논문
ynat-v1_train_01615,사이버테러 대비 IT기반시설 142곳 긴급 보안점검종합,5,경제,사이버테러 대비 IT 기반 시설 142곳 긴급 보안 점검 종합
ynat-v1_train_01616,금감원 이어 공정위까지…6부기관[사칭B악h메1 기승,3,사회,금감원 이어 공정위까지…6부기관[사칭 악행 메커니즘 기승
ynat-v1_train_01617,화천산천어`제2즐거운 눈썰>,0,생활문화,화천산천어 제2즐거운 눈썰매
ynat-v1_train_01618,경기도 19개 시 14시 오존주의보 발령,3,사회,경기도 19개 시 14시 오존주의보 발령
ynat-v1_train_01619,G란치스코 교황 w|h 인간(D지 04적 이슈 아0야,6,세계,그란치스코 교황의 인간(디지털 이슈 아야
ynat-v1_train_01620,탈북민 하나원 교육생들 취약계층에 봉사활동,4,IT과학,탈북민 하나원 교육생들이 취약계층에 봉사활동을 합니다.
ynat-v1_train_01621,게시판 KEB하나銀 내집마련 더블업 적금 가입자 2만명 돌파,4,IT과학,게시판 KEB하나은행 내집마련 더블업 적금 가입자 2만명 돌파
ynat-v1_train_01622,원달러 환율 나흘째 상승,5,경제,원달러 환율 나흘째 상승
ynat-v1_train_01623,강철보4 m)- i한 {차원u그래x{구PF O들p다,4,IT과학,강철보 4차원 그래픽스 O들 다
ynat-v1_train_01624,프로농구 현대모비스 수석코치에 조동현 전 kt 감독,2,정치,프로농구 현대모비스 수석 코치에 조동현 전 kt 감독
ynat-v1_train_01625,[j?령 北T sh화 구체[q·美R 상I조치emAg 필*,2,정치,정계 북한 쇼화 구체적인 미국 상이 조치 필수
ynat-v1_train_01626,삼성 23일 갤노트10 70개국 출시…9월 130개국으로 확대,3,사회,삼성 23일 갤노트10 70개국 출시…9월 130개국으로 확대
ynat-v1_train_01627,"21월에 해c제과식품 등""2E=8n만주 보호a9H풀려",5,경제,21월에 해제과식품 등 2억만주 보호 풀려
ynat-v1_train_01628,3년 만에 1부리그 뛴다…경남FC 승리 다짐 출정식,1,스포츠,3년 만에 1부 리그 뛴다…경남FC 승리 다짐 출정식
ynat-v1_train_01629,it룽의 반지 국내 제작6초W…명랑한 바그너 입[,6,세계,이틀룽의 반지 국내 제작…명랑한 바그너 입장
ynat-v1_train_01630,아프리a 앙o라 동Q# 처벌법 폐지…]권dykW영,6,세계,아프리카 앙골라 동처벌법 폐지…권력 영
ynat-v1_train_01631,이란 美 드론의 영공 침범 부인할 수 없는 증거 있어,5,경제,이란 미국 드론의 영공 침범 부인할 수 없는 증거 있어
ynat-v1_train_01632,~임 A국_허.찔렀다…H켓몬 Q 1풍C 초라A 한국종g,4,IT과학,~임 안국 허찔렀다…헥몬 Q 1풍 초라 한국종합
ynat-v1_train_01633,호르무즈 호위연합 추진 美 외교단에 수송로 보호계획 설명,0,생활문화,호르무즈 호위연합 추진 미국 외교단에 수송로 보호계획 설명
ynat-v1_train_01634,홍콩서 美 홍콩 인권법안 통과 촉구 대규모 집회,4,IT과학,홍콩서 미국 홍콩 인권법안 통과 촉구 대규모 집회
ynat-v1_train_01635,김성태 야당 견제권력 확보하는 방향으로 원 구성해야,2,정치,김성태 야당 견제권력 확보하는 방향으로 원 구성해야
ynat-v1_train_01636,여야 文대통령 기무사 재편 지시에 적절 조치 조급 처리,5,경제,여야 文대통령 기무사 재편 지시에 적절한 조치 조급히 처리
ynat-v1_train_01637,이통 3사 일괄 요금인하 부담 커…단말기 비용 고려해야,4,IT과학,이통 3사 일괄 요금 인하 부담 커…단말기 비용 고려해야
ynat-v1_train_01638,호주한인극단 H영 이중언S {지컬T=G인 관}도 v찬,0,생활문화,호주한인극단 H영 이중언니 지컬인이 관객도 환영
ynat-v1_train_01639,음성 PVC 제조공장서 불…2억5천만원 피해,1,스포츠,음성 PVC 제조공장서 불…2억5천만원의 피해
ynat-v1_train_01640,올림픽 펜스와 아베 뒤로 김영남과 김여정,3,사회,올림픽 팬스와 아베 뒤로 김영남과 김여정
ynat-v1_train_01641,이탈리아서 전통적 가족가치 옹호 회의…시대착오적 맞불 집회,6,세계,이탈리아서 전통적 가족가치 옹호회의 시대착오적 맞불집회
ynat-v1_train_01642,Kq<\ w휴에j[O< 서비8/걱j)마P요,4,IT과학,Kwewhy휴식 서비마료
ynat-v1_train_01643,이순삼 홍준표는 나라 위급할 때 바로 잡아줄 후보,2,정치,이순삼 홍준표는 나라 위급할 때 바로 잡아줄 후보자
ynat-v1_train_01644,DM?G@#69원c$모 $스플`이2패널 제조 !U 공급 계약,5,경제,DMG 69원모스 플랫폼 제조 공급 계약
ynat-v1_train_01645,월드컵 짝퉁이 진짜를 이겼다…신태용 닮은꼴 뢰프...,1,스포츠,월드컵 짝퉁이 진짜를 이겼다…신태용 닮은꼴 뢰프...
ynat-v1_train_01646,SK 최정 시즌 마수걸이 아치…홈런왕 3연패 시동,2,정치,SK 최정 시즌 마수걸이 아치…홈런왕 3연패 시동
ynat-v1_train_01647,`a^울 h경i 만에 첫 X 신Go고요한 멀'골로 포A 제압,1,스포츠,울산 현대 만에 첫 신고요한 멀티골로 포르투갈 제압
ynat-v1_train_01648,<XWKDw럼0 탄A하면k경제s 도움r될 |,6,세계,월드컵 탄생하면 경제 도움될 것
ynat-v1_train_01649,베스트셀러 김난도 트렌드 코리아 2020 3주째 1위,3,사회,베스트셀러 김난도 트렌드 코리아 2020 3주째 1위
ynat-v1_train_01650,M'온 팬t 붙?고6 태4R사 y은 %기로 W위Z=>?야,1,스포츠,M'온 팬붙고 태권사 여인기로 위자
ynat-v1_train_01651,O대로9~현Z차투자증_P>20`cM 채권 매X,5,경제,올대로 현재 차투자증권 매수
ynat-v1_train_01652,이n준 kkR K< 계약…P수 끝(iWNC]코R로,1,스포츠,이준 크라프트 계약…수료 끝으로 코로
ynat-v1_train_01653,올해의 여기자상에 중앙일보 이유정 기자 등,5,경제,올해의 여론자상에 중앙일보 이유정 기자 등
ynat-v1_train_01654,스웨덴 S부 'iL요청8;中f부패Du범 다시8}c,6,세계,스웨덴 수부의 요청중부패범 다시
ynat-v1_train_01655,거창u제연극제를 강탈{려1 합니t,0,생활문화,거창제 연극제를 강탈하려합니
ynat-v1_train_01656,日언론 文대통령 역사 문제 언급 자제…대일 비난 억제종합,2,정치,일언론 文대통령 역사 문제 언급 자제…대일 비난 억제 종합
ynat-v1_train_01657,KB국민은행 농M 국가대표팀과-6년간 후원 <약,1,스포츠,KB국민은행 농구 국가대표팀과 6년간 후원 약속
ynat-v1_train_01658,L데株 시$ Gu나…檢mv\!Z 7Z사 w총 1}mo억 증E(합,5,경제,Lotte株 시가 구나…檢視무력화 7사와 공동 1조억원 증권(합)
ynat-v1_train_01659,보험사 대출잔액 238조원…주택담보대출 증가 전환,1,스포츠,보험사 대출 잔액 238조원…주택 담보 대출 증가 전환
ynat-v1_train_01660,박철우 26점 폭발 삼성화재 OK저축은행 꺾고 3위 점프,0,생활문화,박철우 26점 폭발 삼성화재 OK저축은행을 꺾고 3위로 점프
ynat-v1_train_01661,.제y(y축제VPEtT27년mmS:동한 Zu 겨c축?,0,생활문화,제주축제 2027년 동한 겨울축제
ynat-v1_train_01662,:>채 _리)20년5이$|;빼yN 소폭 하],5,경제,채권리자 2020년5월 빼앗긴 소폭 하락
ynat-v1_train_01663,%학기`혁<본% 제B능3|면N예{O분 &명s b)!야,4,IT과학,학기 혁신 제능면 예보분명 야
ynat-v1_train_01664,작0 시\? 만족m KBa1·J2BXM1위,3,사회,작가 만족 KB·제1위
ynat-v1_train_01665,갈루치 북미접촉 결과 차기 美행정부에 전달,4,IT과학,갈루치 북미접촉 결과 차기 미국행 정부에 전달
ynat-v1_train_01666,과기정통부 사물인터넷 보안인증 제도개선 연구반 가동,6,세계,과학기술정보통신부 사물인터넷 보안인증 제도개선 연구반 가동
ynat-v1_train_01667,카Aj서$#로야S d보 본다,4,IT과학,카자로야 드보 본다
ynat-v1_train_01668,f틀리프 귀화 허가통지서 G@…대표팀 w류만 l았다,1,스포츠,틀리프 귀화 허가 통지서 G…대표팀 르만 왔다
ynat-v1_train_01669,안종범/崔u딩 마사지# 단골손님 9:에 명백한 오보,3,사회,안종범/崔炳明 마사지 단골손님 9시에 명백한 오보
ynat-v1_train_01670,경남교육청 기후위기 시대 환경교육 강화 비상 선언,3,사회,경남교육청 기후위기 시대 환경교육 강화 비상선언
ynat-v1_train_01671,r반기e국내b&글 y색y 1위sn[본 Mhr>의 이2<,0,생활문화,반기국내글 여색 1위 본인의 이력
ynat-v1_train_01672,패널업계  V6시장 침체Y해E )브드에서l찾는다,4,IT과학,패널업계  V6시장 침체해 브랜드에서 찾는다
ynat-v1_train_01673,아시안게임 베트남과 4강전 앞둔 김학범의 승부수 한 ...,1,스포츠,아시안게임 베트남과 4강전 앞둔 김학범의 승부수 한방
ynat-v1_train_01674,"~스코i8Z,r b모 {]8로 방음CN 공f<C",5,경제,스코어 비모서로 방음 공공
ynat-v1_train_01675,시원하게 쪽배축제 즐기세요,5,경제,시원하게 쪽배 축제 즐기세요
ynat-v1_train_01676,v플 앱스*어[애플뮤직 9월g터j원<z2제 .원,5,경제,VPL 앱스어(애플뮤직 9월 원터지 제2제원
ynat-v1_train_01677,2020 하반기 해외취업 화상면접 주간 행사,1,스포츠,2020 하반기 해외취업 화상면접 주간 행사
ynat-v1_train_01678,브리검 7이닝 1실점…넥센 한화전 4연패 탈출,1,스포츠,브리검 7이닝 1실점… 넥센 한화전 4연패 탈출
ynat-v1_train_01679,NBA에서 벗겨진 농구화 들고 블록슛 시도…막았으니 됐다,1,스포츠,NBA에서 벗겨진 농구화를 들고 블록슛 시도…막았으니 됐다
ynat-v1_train_01680,이통 판매점들 완전자급제법 졸속 추진 유감…부작용 커,4,IT과학,이통 판매점들 완전자급제법 졸속 추진 유감 부작용 커
ynat-v1_train_01681,아웃렛R할인 Kr…재고상품;G울J류 O일종q,0,생활문화,corrected_text
ynat-v1_train_01682,한국 야구 아H안게임 금0달 향해 본격 \d,1,스포츠,한국 야구 아시안게임 금월 향해 본격
ynat-v1_train_01683,프레스센터 언론계 반환 서명식,3,사회,프레스센터 언론계 반환 서명식
ynat-v1_train_01684,눈은 i여도 FD 못 속인다L청|의 진ez물D,4,IT과학,눈은 이여도 FD 못 속인다 청의 진물
ynat-v1_train_01685,되돌아본 한0 정-이A2C대 총~ 선거구 가J스로 지각:정,2,정치,되돌아본 한정이 대총선거구 개설로 지각정치
ynat-v1_train_01686,]간q_%박사 한상석 교7Px얼> O강,0,생활문화,간담회 박사 한상석 교수 강연
ynat-v1_train_01687,SKT 설 연휴 이동 애프터서비스 센터 운영,6,세계,SKT 설 연휴 이동 애프터 서비스 센터 운영
ynat-v1_train_01688,LGU 잠실야구장에 프로야구 5G 체험존 운영,3,사회,LGU& 잠실야구장에 프로야구 5G 체험존 운영
ynat-v1_train_01689,KzTb ;설주의$ bW…-부터.0시5예비[`종합,0,생활문화,KTB설문조사 b부터.0시5예비종합
ynat-v1_train_01690,민주노총 위원장 코로나19 극복 비용 재벌이 적극 부담해야,3,사회,민주노총 위원장 코로나19 극복 비용 재벌이 적극 부담해야
ynat-v1_train_01691,오지환·박해민 포함 아시안게임 예비 엔트리 109명 발...,2,정치,오지환·박해민 포함 아시안게임 예비 엔트리 109명 발표...
ynat-v1_train_01692,KT·SKT 나란히 국제표준 생체인증 획득종합,1,스포츠,KT·SKT 나란히 국제 표준 생체 인증 획득
ynat-v1_train_01693,유U 北제재 북한 5월 당대회서 경제`과V과시 [건xU가나,2,정치,북한 5월 당대회서 경제 과시 [건강가나
ynat-v1_train_01694,주말 N 여행 호남권 산정상 물 들인 철쭉의 막바지 화려한 자태,2,정치,주말에 여행 호남권 산정상 물 들인 철쭉의 막바지 화려한 자태
ynat-v1_train_01695,프랑스 공무원 대규모 감축목표서 후퇴…감원폭 줄이기로,6,세계,프랑스 공무원 대규모 감축 목표에서 후퇴… 감원 폭 줄이기로
ynat-v1_train_01696,신간 스피노자의 귀환·제국의 관문,3,사회,신간 스피노자의 귀환·제국의 관문
ynat-v1_train_01697,vl>a wIL@국회 역설…임X{H·院 =성 병행M합,2,정치,국회 위원회 역설…임시회·院 의원 =성 병행합의
ynat-v1_train_01698,p1j:교W~국^<쓰T졌다v소식듣e 문대통령에8c로 건u,2,정치,피지 교황국으로 쓰였다 소식 듣고 문대통령에게 건의
ynat-v1_train_01699,바이오 산업 신성장 동력이지만 투자 적고 성과도 부족,4,IT과학,바이오 산업 신성장 동력이지만 투자가 적고 성과도 부족함
ynat-v1_train_01700,"u |웨+ x 가 5G 외EJ때 4.=_ ,a해i눈@",4,IT과학,u웨이 x 가 5G 외관 때 4.5해시눈
ynat-v1_train_01701,L>S?3wl$}EDd풀( Z적8…스마트3중=cnd세v 최고,4,IT과학,LED풀( 적중…스마트 3중차 세븐 최고
ynat-v1_train_01702,연말부터 12시간 단위 데이터 로밍 가능,5,경제,연말부터 12시간 단위 데이터 로밍 가능
ynat-v1_train_01703,DB금융d팩1[0반도y4비업W 네온:크 흡수b병,5,경제,DB금융팩토반도비업 네온:크 흡수병
ynat-v1_train_01704,손안의 포켓볼 까롬을 아시나요…춘천국제레저대회 첫선,3,사회,손안의 포켓볼 까롬을 아시나요…춘천 국제 레저 대회 첫선
ynat-v1_train_01705,\Tj&토지g상I시작…올{ O`·도로 >상0Fu조~천*M 풀린다,3,사회,토지 거래 시작…올 상무도로 상수천* 풀린다
ynat-v1_train_01706,문 대통령 김기식 금감원장 사표 수리,1,스포츠,문 대통령 김기식 금감원장 사표 제출
ynat-v1_train_01707,SKT 미래 고객 잡는다,3,사회,SKT 미래 고객을 잡는다
ynat-v1_train_01708,北M평통[ML원!집단탈북에 즉` FXt내라Z요구,2,정치,북한 평양 통일원 집단 탈북에 즉시 법외라 요구
ynat-v1_train_01709,한발 물러선 金 막지 않겠다…文 호남행 정면돌파,1,스포츠,한발 물러선 금막지 않겠다…문 호남행 정면돌파
ynat-v1_train_01710,우산 챙기세요…전국 구름 많고 소나기,0,생활문화,우산을 챙기세요…전국 구름 많고 소나기
ynat-v1_train_01711,한수원기업은행 코로나 피해 원전협력사 대출기금 400억 조성,2,정치,한수원 기업은행 코로나 피해 원전 협력사 대출 기금 400억 조성
ynat-v1_train_01712,프로>u7+0언 ?차3Y부진 `K{메lQx동료dn수3ap?(,1,스포츠,프로 유튜버 차3번 부진 `메시 동료 수입
ynat-v1_train_01713,이채원 부사장 짧은 쇼크…주식 빨리 살 필요는 없다,0,생활문화,이채원 부사장 짧은 쇼크…주식 빨리 사는 필요는 없다
ynat-v1_train_01714,스트리플링 8이닝 1실점…다저스 6연패 탈출,2,정치,스트리플링 8이닝 1실점… 다저스 6연패 탈출
ynat-v1_train_01715,게@판 대8민<q인c상 수상r 축하 0라$ qY,0,생활문화,게임 대민인상 수상 축하 올라
ynat-v1_train_01716,하나금투 대우조선해양 LPG선 시장 도전자로 부상,1,스포츠,하나금투 대우조선해양 LPG선 시장 도전자로 부상
ynat-v1_train_01717,中 베이징서 H7N9 조류인플루엔자 환자 또 발생,6,세계,중국 베이징서 H7N9 조류인플루엔자 환자 또 발생
ynat-v1_train_01718,이집트 대통령 美 방송서 이스라엘과 군사협력 인정,3,사회,이집트 대통령 美 방송서 이스라엘과 군사 협력 인정
ynat-v1_train_01719,北 대남테러 예상유형은…사이버 공격·요인 테러 가능성,2,정치,북 대남 테러 예상 유형은… 사이버 공격·요인 테러 가능성
ynat-v1_train_01720,페이스북 메신저 암호화 기능…저커버그 미래는 프라이빗,4,IT과학,페이스북 메신저 암호화 기능…저커버그 미래는 개인정보
ynat-v1_train_01721,"W출_T행l,성공단 경협?6금~신청d접-HU작wM",5,경제,출처:행정성공단 경영협력금융신청 접속
ynat-v1_train_01722,아이폰 사용자 삼성폰 사용자보다 포켓몬고 즐겨,4,IT과학,아이폰 사용자 삼성폰 사용자보다 포켓몬고 즐겨
ynat-v1_train_01723,"특징X mx소%"" q7적R전망Q1강l",5,경제,특징이 많은 소득 전망Q1강력
ynat-v1_train_01724,토트넘 포체티노 감독 컵 대회 로테이션 방침 유지 시사,2,정치,토트넘 포체티노 감독 컵 대회 로테이션 방침 유지 시사
ynat-v1_train_01725,"자본L y간z15Z년p우리5 o#+스t =떻""F읽Y |lR",0,생활문화,자본 연간 15년 우리 5 오수스 =떠난 Fiction |류
ynat-v1_train_01726,한국 증시 중국 기업 줄줄이 상장폐지…완리까지 10번째,0,생활문화,한국 증시 중국 기업 줄줄이 상장폐지…완주까지 10번째
ynat-v1_train_01727,특징주 백기사 델타항공 지분 매입에 한진칼 약세,5,경제,특징주 백기사가 델타항공 지분 매입에 한진칼이 약세
ynat-v1_train_01728,"c-성>T 쇼r fFn아마x 알렉사 앱O""/ 인기",6,세계,세계 쇼핑 알렉사 앱 인기
ynat-v1_train_01729,방탄소년단 LG G7 씽큐 광고 50일만에 1.5억뷰 돌파,5,경제,방탄소년단 LG G7 씽큐 광고 50일만에 1.5억뷰 돌파
ynat-v1_train_01730,트WA 4u시트 uv…英 [<il공정cp합\ 안 되면K(.야,6,세계,트와이스 4시트 uv…영국 공정합안 되면 카톡
ynat-v1_train_01731,與 7.t~ 위wh 小D위에 여D 3x x사만 참여해야,2,정치,与 7대 위원회 소위 여당 3x x사만 참여해야
ynat-v1_train_01732,정치개혁 제2소위 공직선거법 개정안 등 심의,3,사회,정치개혁 제2소위 공직선거법 개정안 등 심사
ynat-v1_train_01733,스카이스캐너 올해 설 연휴 가족 해외여행객 증가,2,정치,스카이스캐너 올해 설 연휴 가족 해외 여행객 증가
ynat-v1_train_01734,T=치K2 Y%.루마니아 방문…정 회:R.) 함y 기도,6,세계,티치2 유럽 루마니아 방문…정치 회담 함경 기도
